PERMIT #,CASE_TYPE,CASE_TYPE_DESC,SUB_TYPE,SUB_TYPE_DESC,CONSTRUCTION COST,Square Footage,STATUS_CODE,Date_Initiated,Date_Issued,TASK_CODE,TASK_DESC,RESULT_CODE,RESULT_DESC,Task_Complete_Date
2020013884,CARN,Building Residential - New,CAA01R301,Single Family Residence,299927.88,2907.00,DONE,03-03-2020,03-11-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-05-2020
2020013888,CARN,Building Residential - New,CAA01R301,Single Family Residence,319175.36,3008.00,DONE,03-03-2020,03-11-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-06-2020
2020013891,CARN,Building Residential - New,CAA01R301,Single Family Residence,322991.90,3010.00,DONE,03-03-2020,03-11-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-05-2020
2020010778,CARN,Building Residential - New,CAA01R301,Single Family Residence,305409.86,3132.00,DONE,02-19-2020,03-11-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-06-2020
2020011139,CARN,Building Residential - New,CAA01R301,Single Family Residence,297265.11,2791.00,DONE,02-20-2020,03-11-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-05-2020
2020016259,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,12000.00,0.00,ISSUE,03-12-2020,03-12-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,03-12-2020
2020001327,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",19057.01,427.00,ISSUE,01-08-2020,03-12-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-11-2020
2020001318,CARN,Building Residential - New,CAA14U004,"Accessory Structure, Carport",17852.00,400.00,DONE,01-08-2020,03-12-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-11-2020
2020001312,CARN,Building Residential - New,CAA14U004,"Accessory Structure, Carport",45060.00,400.00,DONE,01-08-2020,03-12-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-11-2020
2020001306,CARN,Building Residential - New,CAA14U004,"Accessory Structure, Carport",17852.00,400.00,DONE,01-08-2020,03-12-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-11-2020
2020001304,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",19057.01,427.00,DONE,01-08-2020,03-12-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-11-2020
2020001320,CARN,Building Residential - New,CAA01R301,Single Family Residence,172354.24,1562.00,DONE,01-08-2020,03-12-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,03-11-2020
2020001315,CARN,Building Residential - New,CAA01R301,Single Family Residence,144610.61,1297.00,DONE,01-08-2020,03-12-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,03-11-2020
2020001311,CARN,Building Residential - New,CAA01R301,Single Family Residence,144610.61,1297.00,DONE,01-08-2020,03-12-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,03-11-2020
2020001302,CARN,Building Residential - New,CAA01R301,Single Family Residence,182547.34,1734.00,DONE,01-08-2020,03-12-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,03-11-2020
2020001305,CARN,Building Residential - New,CAA01R301,Single Family Residence,144610.61,1297.00,DONE,01-08-2020,03-12-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,03-11-2020
2020010969,CARN,Building Residential - New,CAA01R301,Single Family Residence,277895.31,2927.00,DONE,02-19-2020,03-12-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,03-11-2020
2020010973,CARN,Building Residential - New,CAA01R301,Single Family Residence,255549.50,2818.00,DONE,02-19-2020,03-12-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,03-12-2020
2020008594,CACR,Building Commercial - Rehab,CAF18B004,"Personal Care Svcs, Barber/Beauty Shops",2000.00,0.00,ISSUE,02-07-2020,03-12-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-07-2020
2020013764,CARN,Building Residential - New,CAA01R301,Single Family Residence,319658.36,3018.00,DONE,03-02-2020,03-12-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-11-2020
2020011653,CARN,Building Residential - New,CAA01R301,Single Family Residence,290304.53,2949.00,DONE,02-21-2020,03-13-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-11-2020
2020011647,CARN,Building Residential - New,CAA01R301,Single Family Residence,290304.53,2949.00,DONE,02-21-2020,03-13-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-11-2020
2020011643,CARN,Building Residential - New,CAA01R301,Single Family Residence,327946.31,3323.00,DONE,02-21-2020,03-13-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-11-2020
2020014034,CARN,Building Residential - New,CAA01R301,Single Family Residence,266182.56,2530.00,DONE,03-04-2020,03-13-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-10-2020
2020014706,CARN,Building Residential - New,CAA01R301,Single Family Residence,266182.56,2530.00,DONE,03-06-2020,03-13-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-12-2020
2019069503,CACR,Building Commercial - Rehab,CAF06A204,"Bar Or Nightclub, Tavern And Bars",484700.00,0.00,DONE,11-13-2019,03-13-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-12-2020
2019079243,CACT,Building Commercial - Tenant Finish Out,CAF20M001,"Retail, Department / Retail Stores",286941.44,4808.00,DONE,12-31-2019,03-16-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,12-31-2019
2019064706,CACN,Building Commercial - New,CAF02B003,"Atm, Bank",450000.00,0.00,DONE,10-23-2019,03-16-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-20-2020
2020016034,CARN,Building Residential - New,CAA01R301,Single Family Residence,305182.92,2735.00,ISSUE,03-11-2020,03-16-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,03-11-2020
2019075667,CACR,Building Commercial - Rehab,CAF31A203,Restaurant (Take Out),375000.00,0.00,DONE,12-11-2019,03-16-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,12-11-2019
2020009008,CACR,Building Commercial - Rehab,CAH10S001,"Warehouse, Storage S-1",500000.00,0.00,ISSUE,02-11-2020,03-16-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,02-13-2020
2020014612,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,82200.72,678.00,DONE,03-05-2020,03-16-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,03-06-2020
2020003331,CACT,Building Commercial - Tenant Finish Out,CAF19A203,Restaurant (Full Service),237476.63,2983.00,DONE,01-16-2020,03-16-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,01-16-2020
2019072091,CARN,Building Residential - New,CAA11R301,Detached Accessory Dwelling Unit,102759.47,1301.00,DONE,11-22-2019,03-17-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,03-10-2020
2019065485,CACR,Building Commercial - Rehab,CAH06H000,"Manufacturing, Light Hazardous (H1-H5)",1698500.00,0.00,ISSUE,10-25-2019,03-17-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,03-06-2020
2020008770,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",195000.00,0.00,DONE,02-10-2020,03-18-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,02-11-2020
2019035169,CACR,Building Commercial - Rehab,CAF31A203,Restaurant (Take Out),140000.00,0.00,DONE,06-13-2019,03-18-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,08-07-2019
2020003036,CACR,Building Commercial - Rehab,CAF20M001,"Retail, Department / Retail Stores",450000.00,0.00,DONE,01-15-2020,03-18-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,01-15-2020
2019072058,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",350000.00,0.00,DONE,11-22-2019,03-18-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,11-22-2019
2020013854,CARN,Building Residential - New,CAA01R301,Single Family Residence,346841.60,3164.00,ISSUE,03-03-2020,03-19-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-06-2020
2020013867,CARN,Building Residential - New,CAA01R301,Single Family Residence,346841.60,3164.00,DONE,03-03-2020,03-19-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-06-2020
2020014202,CACR,Building Commercial - Rehab,CAF20M001,"Retail, Department / Retail Stores",15000.00,0.00,DONE,03-04-2020,03-19-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,03-04-2020
2019064901,CACH,Building Commercial - Shell,CAF14R102,Hotel / Motel,46943875.80,668556.00,ISSUE,10-24-2019,03-20-2020,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,10-24-2019
2019064901,CACH,Building Commercial - Shell,CAF14R102,Hotel / Motel,46943875.80,668556.00,ISSUE,10-24-2019,03-20-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,03-13-2020
2020005699,CACR,Building Commercial - Rehab,CAD02B006,"General Office, Civic Administration",544000.00,0.00,DONE,01-27-2020,03-23-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,01-27-2020
2020014697,CARN,Building Residential - New,CAA01R301,Single Family Residence,355831.00,3184.00,DONE,03-06-2020,03-23-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-19-2020
2020013855,CARN,Building Residential - New,CAA01R301,Single Family Residence,288202.74,2628.00,ISSUE,03-03-2020,03-23-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-06-2020
2020004059,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,45800.00,300.00,ISSUE,01-20-2020,03-23-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,01-22-2020
2020013978,CARN,Building Residential - New,CAA01R301,Single Family Residence,362949.86,3348.00,ISSUE,03-04-2020,03-24-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-16-2020
2020012200,CARN,Building Residential - New,CAA01R301,Single Family Residence,259019.30,2722.00,DONE,02-25-2020,03-24-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-16-2020
2020012203,CARN,Building Residential - New,CAA01R301,Single Family Residence,206561.21,2173.00,DONE,02-25-2020,03-24-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-16-2020
2020012206,CARN,Building Residential - New,CAA01R301,Single Family Residence,206561.21,2173.00,DONE,02-25-2020,03-24-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-16-2020
2020012208,CARN,Building Residential - New,CAA01R301,Single Family Residence,280954.58,2866.00,ISSUE,02-25-2020,03-24-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-16-2020
2020014008,CARN,Building Residential - New,CAA01R301,Single Family Residence,320389.16,3237.00,DONE,03-04-2020,03-24-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-13-2020
2020014009,CARN,Building Residential - New,CAA01R301,Single Family Residence,275278.92,2818.00,DONE,03-04-2020,03-24-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-12-2020
2020015667,CARN,Building Residential - New,CAA01R301,Single Family Residence,277942.00,2704.00,DONE,03-10-2020,03-24-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-13-2020
2020015669,CARN,Building Residential - New,CAA01R301,Single Family Residence,190667.82,1927.00,DONE,03-10-2020,03-24-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-13-2020
2020015677,CARN,Building Residential - New,CAA01R301,Single Family Residence,283786.30,2825.00,DONE,03-10-2020,03-24-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-13-2020
2020015682,CARN,Building Residential - New,CAA01R301,Single Family Residence,275278.92,2818.00,DONE,03-10-2020,03-24-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-12-2020
2020016369,CARN,Building Residential - New,CAA01R301,Single Family Residence,305254.60,2975.00,DONE,03-12-2020,03-24-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-13-2020
2020016372,CARN,Building Residential - New,CAA01R301,Single Family Residence,263436.46,2526.00,DONE,03-12-2020,03-24-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-13-2020
2020016376,CARN,Building Residential - New,CAA01R301,Single Family Residence,263436.46,2526.00,DONE,03-12-2020,03-24-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-13-2020
2020016379,CARN,Building Residential - New,CAA01R301,Single Family Residence,263373.46,2570.00,DONE,03-12-2020,03-24-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-13-2020
2019064477,CACH,Building Commercial - Shell,CAF20M001,"Retail, Department / Retail Stores",1021180.00,9600.00,DONE,10-22-2019,03-25-2020,PLBSUBDIV,[J]  Subdivision Review Of Bldg App,APPROVED,Approved,03-19-2020
2020012294,CACT,Building Commercial - Tenant Finish Out,CAD02B016,"General Office, Professional Services",882170.60,13220.00,DONE,02-25-2020,03-25-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,02-27-2020
2020012256,CARN,Building Residential - New,CAA01R301,Single Family Residence,288003.19,3123.00,DONE,02-25-2020,03-25-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-13-2020
2020012261,CARN,Building Residential - New,CAA01R301,Single Family Residence,248935.14,2746.00,DONE,02-25-2020,03-25-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-13-2020
2020000831,CACR,Building Commercial - Rehab,CAF18B004,"Personal Care Svcs, Barber/Beauty Shops",10000.00,0.00,ISSUE,01-06-2020,03-26-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,01-06-2020
2020016181,CARN,Building Residential - New,CAA01R301,Single Family Residence,210894.04,2009.00,DONE,03-11-2020,03-26-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-19-2020
2020011677,CARN,Building Residential - New,CAA01R301,Single Family Residence,317605.05,3073.00,DONE,02-22-2020,03-26-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-23-2020
2020016584,CACL,Building Commercial Rehab Storm Damage,CAF19A203,Restaurant (Full Service),275000.00,0.00,ISSUE,03-13-2020,03-26-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,03-13-2020
2020017654,CARN,Building Residential - New,CAA01R301,Single Family Residence,338213.12,3230.00,DONE,03-18-2020,03-26-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-26-2020
2020016251,CACT,Building Commercial - Tenant Finish Out,CAD02B016,"General Office, Professional Services",350000.00,0.00,DONE,03-12-2020,03-26-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,03-12-2020
2020011401,CARN,Building Residential - New,CAA01R301,Single Family Residence,141826.35,1259.00,DONE,02-21-2020,03-27-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-12-2020
2020017442,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,55552.48,252.00,ISSUE,03-17-2020,03-27-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,03-23-2020
2020017282,CARN,Building Residential - New,CAA01R301,Single Family Residence,350236.32,3192.00,DONE,03-17-2020,03-30-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-25-2020
2020015980,CARN,Building Residential - New,CAA01R301,Single Family Residence,314305.88,2880.00,DONE,03-11-2020,03-30-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-25-2020
2020014910,CARN,Building Residential - New,CAA01R301,Single Family Residence,374388.70,3387.00,DONE,03-06-2020,03-30-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-17-2020
2020016822,CARN,Building Residential - New,CAA01R301,Single Family Residence,307412.14,2920.00,DONE,03-13-2020,03-30-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-19-2020
2020017502,CARN,Building Residential - New,CAA01R301,Single Family Residence,315934.08,2808.00,DONE,03-17-2020,03-30-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-26-2020
2020017501,CARN,Building Residential - New,CAA01R301,Single Family Residence,281465.66,2635.00,DONE,03-17-2020,03-30-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-26-2020
2020017500,CARN,Building Residential - New,CAA01R301,Single Family Residence,245556.92,2331.00,DONE,03-17-2020,03-30-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-26-2020
2020019329,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",8114.40,168.00,DONE,03-25-2020,03-30-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-25-2020
2019062441,CACA,Building Commercial - Addition,CAF24M003,"Automobile Convenience, Markets",90000.00,0.00,ISSUE,10-14-2019,03-30-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-25-2020
2020015159,CARN,Building Residential - New,CAA01R301,Single Family Residence,594682.90,5275.00,ISSUE,03-09-2020,03-30-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-27-2020
2020015159,CARN,Building Residential - New,CAA01R301,Single Family Residence,594682.90,5275.00,ISSUE,03-09-2020,03-30-2020,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,03-18-2020
2020014900,CARN,Building Residential - New,CAA01R301,Single Family Residence,603921.92,5424.00,ISSUE,03-06-2020,03-30-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-27-2020
2020014854,CARN,Building Residential - New,CAA01R301,Single Family Residence,599561.20,5376.00,DONE,03-06-2020,03-30-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-27-2020
2019041037,CACN,Building Commercial - New,CAD01B003,"Financial Institution, Banks",491467.68,3036.00,ISSUE,07-11-2019,03-31-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,01-22-2020
2020013618,CACN,Building Commercial - New,CAL10Z000,Park,700000.00,0.00,DONE,03-02-2020,04-01-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-16-2020
2020017110,CARN,Building Residential - New,CAA01R301,Single Family Residence,288148.42,2571.00,DONE,03-16-2020,04-02-2020,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,03-19-2020
2020017110,CARN,Building Residential - New,CAA01R301,Single Family Residence,288148.42,2571.00,DONE,03-16-2020,04-02-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,03-31-2020
2020017110,CARN,Building Residential - New,CAA01R301,Single Family Residence,288148.42,2571.00,DONE,03-16-2020,04-02-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,03-24-2020
2020018185,CARN,Building Residential - New,CAA01R301,Single Family Residence,376107.90,3483.00,DONE,03-20-2020,04-02-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-30-2020
