PERMIT #,CASE_TYPE,CASE_TYPE_DESC,SUB_TYPE,SUB_TYPE_DESC,CONSTRUCTION COST,Square Footage,STATUS_CODE,Date_Initiated,Date_Issued
2019047832,CARN,Building Residential - New,CAA01R301,Single Family Residence,183456.15,1651,DONE,8/8/2019,8/14/2019
2019047836,CARN,Building Residential - New,CAA01R301,Single Family Residence,183890.4,1702,DONE,8/8/2019,8/14/2019
2019048788,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",2856.32,64,ISSUE,8/14/2019,8/14/2019
2019045633,CARN,Building Residential - New,CAA02R302,Duplex,167912,1962,ISSUE,7/31/2019,8/14/2019
2019041460,CARK,Building Residential - Roofing / Siding,CAA01R301,Single Family Residence,8699,0,ISSUE,7/12/2019,8/14/2019
2019045630,CARN,Building Residential - New,CAA02R302,Duplex,167909,1959,ISSUE,7/31/2019,8/14/2019
2019045440,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",162216,1440,DONE,7/31/2019,8/14/2019
2019041457,CARK,Building Residential - Roofing / Siding,CAA01R301,Single Family Residence,10733,0,ISSUE,7/12/2019,8/14/2019
2019048790,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",7497.84,168,ISSUE,8/14/2019,8/14/2019
2019046727,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",95000,0,DONE,8/6/2019,8/14/2019
2019047236,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,50000,0,DONE,8/7/2019,8/14/2019
2018072244,CACN,Building Commercial - New,CAH10S001,"Warehouse, Storage S-1",315291.06,6051,DONE,11/15/2018,8/14/2019
2019048810,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",30169.88,676,ISSUE,8/14/2019,8/14/2019
2019041459,CARK,Building Residential - Roofing / Siding,CAA01R301,Single Family Residence,7142,0,ISSUE,7/12/2019,8/14/2019
2019044907,CARN,Building Residential - New,CAA01R301,Single Family Residence,195840.89,2009,DONE,7/29/2019,8/14/2019
2019048551,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,10096.28,96.28,DONE,8/13/2019,8/14/2019
2019038698,CARN,Building Residential - New,CAA01R301,Single Family Residence,269783.4,3226,DONE,6/28/2019,8/14/2019
2019038683,CARN,Building Residential - New,CAA01R301,Single Family Residence,269783.4,3226,DONE,6/28/2019,8/14/2019
2019038623,CARN,Building Residential - New,CAA01R301,Single Family Residence,199797.6,2162,DONE,6/28/2019,8/14/2019
2019038593,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",199797.6,2162,DONE,6/28/2019,8/14/2019
2019024897,CACR,Building Commercial - Rehab,CAF19A203,Restaurant (Full Service),150000,0,ISSUE,4/30/2019,8/14/2019
2019024318,CACT,Building Commercial - Tenant Finish Out,CAL03A999,"Commercial Amusement (In), Other",2404351.23,43176,DONE,4/26/2019,8/14/2019
2019033688,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",1100000,0,ISSUE,6/7/2019,8/14/2019
2019048858,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,1600,0,ISSUE,8/14/2019,8/14/2019
2019048845,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,61000,0,ISSUE,8/14/2019,8/14/2019
2019048850,CACR,Building Commercial - Rehab,CAA03R399,"Multifamily, Apt / Twnhome > 5 Unit Bldg",20000,0,DONE,8/14/2019,8/14/2019
2019048416,CARN,Building Residential - New,CAA01R301,Single Family Residence,170449.44,1744,DONE,8/12/2019,8/14/2019
2019042071,CARN,Building Residential - New,CAA01R301,Single Family Residence,234003.96,2320,DONE,7/16/2019,8/14/2019
2019043361,CARN,Building Residential - New,CAA01R301,Single Family Residence,234003.96,2320,DONE,7/22/2019,8/14/2019
2019042077,CARN,Building Residential - New,CAA01R301,Single Family Residence,162775.28,1672,DONE,7/16/2019,8/14/2019
2019048428,CARN,Building Residential - New,CAA01R301,Single Family Residence,126393.3,1122,DONE,8/12/2019,8/14/2019
2019046757,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",205806.54,2182,DONE,8/6/2019,8/14/2019
2019042081,CARN,Building Residential - New,CAA01R301,Single Family Residence,234003.96,2320,DONE,7/16/2019,8/14/2019
2019046764,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",268665.24,2740,DONE,8/6/2019,8/14/2019
2019046769,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",205806.54,2182,DONE,8/6/2019,8/14/2019
2019044916,CACF,Building Commercial - Foundation,CAC03A311,"Community Education, Gymnasiums",169079.4,20874,ISSUE,7/29/2019,8/14/2019
2019048975,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,5000,0,ISSUE,8/14/2019,8/14/2019
2019048983,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,25000,0,ISSUE,8/14/2019,8/14/2019
2019049020,CARP,Building Residential - Change Contractor,CAA01R301,Single Family Residence,2000,0,DONE,8/14/2019,8/14/2019
2019049024,CARP,Building Residential - Change Contractor,CAA01R301,Single Family Residence,2000,0,DONE,8/14/2019,8/14/2019
2019048773,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,203876,3876,DONE,8/14/2019,8/15/2019
2018079262,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",31241,700,DONE,12/20/2018,8/15/2019
2019033847,CACR,Building Commercial - Rehab,CAH12Z001,Artisan Distillery,400000,0,DONE,6/7/2019,8/15/2019
2019049102,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",23564.64,528,ISSUE,8/15/2019,8/15/2019
2019049109,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,5500,0,DONE,8/15/2019,8/15/2019
2019031871,CACR,Building Commercial - Rehab,CAF14R102,Hotel / Motel,750000,0,ISSUE,5/31/2019,8/15/2019
2019046731,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",360000,0,DONE,8/6/2019,8/15/2019
2018078203,CACA,Building Commercial - Addition,CAB10A305,"Religious Institution, Worship Space",2000000,0,ISSUE,12/17/2018,8/15/2019
2019031865,CACR,Building Commercial - Rehab,CAF14R102,Hotel / Motel,1000000,0,ISSUE,5/31/2019,8/15/2019
2019046945,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",30437.66,682,DONE,8/6/2019,8/15/2019
2019015808,CACN,Building Commercial - New,CAH10S001,"Warehouse, Storage S-1",1700000,0,DONE,3/19/2019,8/15/2019
2019049160,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",12000,0,ISSUE,8/15/2019,8/15/2019
2019049203,CARR,Building Residential - Rehab,CAA02R302,Duplex,5000,0,ISSUE,8/15/2019,8/15/2019
2019046612,CARN,Building Residential - New,CAA01R301,Single Family Residence,229798.74,2354,DONE,8/5/2019,8/15/2019
2019046608,CARN,Building Residential - New,CAA01R301,Single Family Residence,180887.5,1962,DONE,8/5/2019,8/15/2019
2019046603,CARN,Building Residential - New,CAA01R301,Single Family Residence,240929.69,2527,DONE,8/5/2019,8/15/2019
2019047559,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",2000,0,ISSUE,8/8/2019,8/15/2019
2019049262,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,12853.44,288,ISSUE,8/15/2019,8/15/2019
2019049132,CACR,Building Commercial - Rehab,CAH10S001,"Warehouse, Storage S-1",500000,0,DONE,8/15/2019,8/15/2019
2019026806,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,177423.75,1575,DONE,5/8/2019,8/15/2019
2019048868,CARN,Building Residential - New,CAA01R301,Single Family Residence,261099.79,2966,DONE,8/14/2019,8/15/2019
2019048881,CARN,Building Residential - New,CAA01R301,Single Family Residence,249255,2829,DONE,8/14/2019,8/15/2019
2019048889,CARN,Building Residential - New,CAA01R301,Single Family Residence,244705.38,2842,DONE,8/14/2019,8/15/2019
2019048893,CARN,Building Residential - New,CAA01R301,Single Family Residence,290872.95,2911,DONE,8/14/2019,8/15/2019
2019048629,CARN,Building Residential - New,CAA01R301,Single Family Residence,184838.52,1764,DONE,8/13/2019,8/16/2019
2019049324,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",32641.92,576,ISSUE,8/16/2019,8/16/2019
2019048896,CACR,Building Commercial - Rehab,CAF19A203,Restaurant (Full Service),20000,0,ISSUE,8/14/2019,8/16/2019
2019049330,CACK,Building Commercial - Roofing / Siding,CAB10A305,"Religious Institution, Worship Space",70000,0,ISSUE,8/16/2019,8/16/2019
2019049389,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,2000,0,DONE,8/16/2019,8/16/2019
2019026970,CACR,Building Commercial - Rehab,CAF20M001,"Retail, Department / Retail Stores",132010,0,ISSUE,5/9/2019,8/16/2019
2019049408,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,2500,0,DONE,8/16/2019,8/16/2019
2019049435,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,23000,0,DONE,8/16/2019,8/16/2019
2019029278,CACN,Building Commercial - New,CAC02B009,"College / University, Educational > 12Th",18435370.32,203436,ISSUE,5/20/2019,8/16/2019
2019044702,CARN,Building Residential - New,CAA14U011,"Accessory Structure, Shed / Storage Bldg",11340,400,ISSUE,7/26/2019,8/16/2019
2019046863,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",268665.24,2740,DONE,8/6/2019,8/16/2019
2019046873,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",268665.24,2740,DONE,8/6/2019,8/16/2019
2019046876,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",265541.14,2670,DONE,8/6/2019,8/16/2019
2019046880,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",205806.54,2182,DONE,8/6/2019,8/16/2019
2019046884,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",205806.54,2182,DONE,8/6/2019,8/16/2019
2019046892,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",205806.54,2182,DONE,8/6/2019,8/16/2019
2019046899,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",268665.24,2740,DONE,8/6/2019,8/16/2019
2019046903,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",270242.34,2754,DONE,8/6/2019,8/16/2019
2019046907,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",268665.24,2740,DONE,8/6/2019,8/16/2019
2019046911,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",205806.54,2182,DONE,8/6/2019,8/16/2019
2019048616,CARN,Building Residential - New,CAA01R301,Single Family Residence,286292,0,DONE,8/13/2019,8/16/2019
2019048622,CARN,Building Residential - New,CAA01R301,Single Family Residence,271676,0,DONE,8/13/2019,8/16/2019
2019048623,CARN,Building Residential - New,CAA01R301,Single Family Residence,356333,0,DONE,8/13/2019,8/16/2019
2019048620,CARN,Building Residential - New,CAA01R301,Single Family Residence,311529,0,DONE,8/13/2019,8/16/2019
2019048618,CARN,Building Residential - New,CAA01R301,Single Family Residence,246392,0,DONE,8/13/2019,8/16/2019
2019045074,CARN,Building Residential - New,CAA01R301,Single Family Residence,256318.83,2631,DONE,7/30/2019,8/16/2019
2019045076,CARN,Building Residential - New,CAA01R301,Single Family Residence,242109.6,2456,DONE,7/30/2019,8/16/2019
2019045085,CARN,Building Residential - New,CAA01R301,Single Family Residence,286246.44,2948,DONE,7/30/2019,8/16/2019
2019045087,CARN,Building Residential - New,CAA01R301,Single Family Residence,246755.22,2496,DONE,7/30/2019,8/16/2019
2019048683,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",30526.92,684,DONE,8/13/2019,8/16/2019
2019049457,CARN,Building Residential - New,CAA01R301,Single Family Residence,282015.6,2948,DONE,8/16/2019,8/16/2019
2019038362,CARN,Building Residential - New,CAA01R301,Single Family Residence,408809.91,3731,DONE,6/27/2019,8/16/2019
2019049458,CARN,Building Residential - New,CAA01R301,Single Family Residence,283899.12,2946,DONE,8/16/2019,8/16/2019
2019049455,CARN,Building Residential - New,CAA01R301,Single Family Residence,286246.44,2948,DONE,8/16/2019,8/16/2019
2019002314,CACF,Building Commercial - Foundation,CAA03R299,"Multifamily, Condominium > 5 Unit Bldg",3609547.73,519238,ISSUE,1/14/2019,8/16/2019
2019042816,CACN,Building Commercial - New,CAA14U011,"Accessory Structure, Shed / Storage Bldg",24900,0,DONE,7/18/2019,8/16/2019
2019042820,CACN,Building Commercial - New,CAA14U011,"Accessory Structure, Shed / Storage Bldg",24900,0,DONE,7/18/2019,8/16/2019
2019049498,CARJ,Building Residential - Fire Damage,CAA01R301,Single Family Residence,88000,0,DONE,8/16/2019,8/16/2019
2019049534,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",5000,0,DONE,8/16/2019,8/16/2019
2019049542,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",5000,0,DONE,8/16/2019,8/16/2019
2019049539,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",5000,0,DONE,8/16/2019,8/16/2019
2019046897,CARN,Building Residential - New,CAA01R301,Single Family Residence,251953.82,2710,DONE,8/6/2019,8/19/2019
2019046888,CARN,Building Residential - New,CAA01R301,Single Family Residence,310299.22,3080,DONE,8/6/2019,8/19/2019
2019046931,CARN,Building Residential - New,CAA01R301,Single Family Residence,316770.57,3225,DONE,8/6/2019,8/19/2019
2019046894,CARN,Building Residential - New,CAA01R301,Single Family Residence,265863.52,2758,ISSUE,8/6/2019,8/19/2019
2019048905,CARN,Building Residential - New,CAA01R301,Single Family Residence,292336.2,2740,DONE,8/14/2019,8/19/2019
2019048894,CARN,Building Residential - New,CAA01R301,Single Family Residence,292336.2,2740,DONE,8/14/2019,8/19/2019
2019049212,CARR,Building Residential - Rehab,CAA14U009,"Accessory Structure, Garage",8000,0,DONE,8/15/2019,8/19/2019
2019046803,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",270242.34,2754,DONE,8/6/2019,8/19/2019
2019046809,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",294032.73,2967,DONE,8/6/2019,8/19/2019
2019046813,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",292117.68,2950,DONE,8/6/2019,8/19/2019
2019046818,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",265541.14,2670,DONE,8/6/2019,8/19/2019
2019041999,CACT,Building Commercial - Tenant Finish Out,CAF06A204,"Bar Or Nightclub, Tavern And Bars",95175,0,DONE,7/16/2019,8/19/2019
2019046824,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",205806.54,2182,DONE,8/6/2019,8/19/2019
2019046831,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",270242.34,2754,DONE,8/6/2019,8/19/2019
2019046838,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",205806.54,2182,DONE,8/6/2019,8/19/2019
2019044026,CACN,Building Commercial - New,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",425323.9,9530,ISSUE,7/24/2019,8/19/2019
2019046844,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",265541.14,2670,DONE,8/6/2019,8/19/2019
2019046847,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",270242.34,2754,DONE,8/6/2019,8/19/2019
2019046854,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",270242.34,2754,DONE,8/6/2019,8/19/2019
2019049682,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,3000,0,DONE,8/19/2019,8/19/2019
2019028563,CACR,Building Commercial - Rehab,CAF06A204,"Bar Or Nightclub, Tavern And Bars",34718.75,0,ISSUE,5/15/2019,8/19/2019
2019049716,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",5443.2,192,ISSUE,8/19/2019,8/19/2019
2019043355,CARN,Building Residential - New,CAA01R301,Single Family Residence,234003.96,2320,DONE,7/22/2019,8/19/2019
2019043366,CARN,Building Residential - New,CAA01R301,Single Family Residence,234003.96,2320,DONE,7/22/2019,8/19/2019
2019043381,CARN,Building Residential - New,CAA01R301,Single Family Residence,162775.28,1672,DONE,7/22/2019,8/19/2019
2019043386,CARN,Building Residential - New,CAA01R301,Single Family Residence,234003.96,2320,DONE,7/22/2019,8/19/2019
2019042438,CARN,Building Residential - New,CAA01R301,Single Family Residence,279463.95,2811,DONE,7/17/2019,8/19/2019
2019042433,CARN,Building Residential - New,CAA01R301,Single Family Residence,279344.94,2818,DONE,7/17/2019,8/19/2019
2019042428,CARN,Building Residential - New,CAA01R301,Single Family Residence,279344.94,2818,DONE,7/17/2019,8/19/2019
2019042411,CARN,Building Residential - New,CAA01R301,Single Family Residence,273978.15,2691,DONE,7/17/2019,8/19/2019
2019042404,CARN,Building Residential - New,CAA01R301,Single Family Residence,283262.85,2945,DONE,7/17/2019,8/19/2019
2019014797,CACN,Building Commercial - New,CAD02B016,"General Office, Professional Services",11204167.29,64121,DONE,3/14/2019,8/19/2019
2019042450,CARN,Building Residential - New,CAA01R301,Single Family Residence,279344.94,2818,DONE,7/17/2019,8/19/2019
2019042444,CARN,Building Residential - New,CAA01R301,Single Family Residence,283262.85,2945,DONE,7/17/2019,8/19/2019
2019017423,CACR,Building Commercial - Rehab,CAH10S001,"Warehouse, Storage S-1",782000,0,ISSUE,3/26/2019,8/19/2019
2019042440,CARN,Building Residential - New,CAA01R301,Single Family Residence,273978.15,2691,DONE,7/17/2019,8/19/2019
2019049782,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,5000,0,ISSUE,8/19/2019,8/19/2019
2019004249,CACR,Building Commercial - Rehab,CAF19A203,Restaurant (Full Service),48000,0,DONE,1/23/2019,8/19/2019
2019049791,CARR,Building Residential - Rehab,CAA14U009,"Accessory Structure, Garage",8500,0,ISSUE,8/19/2019,8/19/2019
2019049821,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",1800,0,ISSUE,8/19/2019,8/19/2019
2019024910,CARN,Building Residential - New,CAA01R301,Single Family Residence,375695.4,3590,DONE,4/30/2019,8/19/2019
2019044696,CACR,Building Commercial - Rehab,CAF20M001,"Retail, Department / Retail Stores",15000,0,ISSUE,7/26/2019,8/19/2019
2019045535,CARN,Building Residential - New,CAA01R301,Single Family Residence,280602.95,2977,DONE,7/31/2019,8/19/2019
2019045532,CARN,Building Residential - New,CAA01R301,Single Family Residence,240496.55,2467,DONE,7/31/2019,8/19/2019
2019045529,CARN,Building Residential - New,CAA01R301,Single Family Residence,240496.55,2467,DONE,7/31/2019,8/19/2019
2019049187,CARR,Building Residential - Rehab,CAA14U009,"Accessory Structure, Garage",20000,0,DONE,8/15/2019,8/19/2019
2019045527,CARN,Building Residential - New,CAA01R301,Single Family Residence,251113.08,2586,DONE,7/31/2019,8/19/2019
2019049473,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,25000,0,ISSUE,8/16/2019,8/19/2019
2019049470,CARN,Building Residential - New,CAA01R301,Single Family Residence,180260,400,DONE,8/16/2019,8/19/2019
2019044949,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,65000,0,ISSUE,7/29/2019,8/19/2019
2019037523,CACR,Building Commercial - Rehab,CAF20M001,"Retail, Department / Retail Stores",266300,0,DONE,6/25/2019,8/20/2019
